region,GDP per capita (constant 2015 US$)
Dominica,7881.525202
Dominica,7781.532762
Dominica,7711.446038
Dominica,8013.753085
Dominica,7724.042411
Dominica,7929.805284
Dominica,7370.433117
Dominica,7586.646141
Dominica,7936.304818
Dominica,6566.364208
Dominica,6964.783282
Dominican Republic,1373.829305
Dominican Republic,1298.582038
Dominican Republic,1471.284931
Dominican Republic,1517.556041
Dominican Republic,1569.90648
Dominican Republic,1332.614848
Dominican Republic,1467.136736
Dominican Republic,1471.009466
Dominican Republic,1432.017916
Dominican Republic,1543.450904
Dominican Republic,1774.658693
Dominican Republic,1914.561724
Dominican Republic,2057.665547
Dominican Republic,2262.498477
Dominican Republic,2336.920564
Dominican Republic,2396.724762
Dominican Republic,2495.015831
Dominican Republic,2555.963243
Dominican Republic,2548.744946
Dominican Republic,2602.47532
Dominican Republic,2746.427767
Dominican Republic,2800.979133
Dominican Republic,2787.120011
Dominican Republic,2853.377447
Dominican Republic,2827.091192
Dominican Republic,2708.579634
Dominican Republic,2745.568637
Dominican Republic,2960.829788
Dominican Republic,2962.045272
Dominican Republic,3027.785363
Dominican Republic,2802.821417
Dominican Republic,2771.209471
Dominican Republic,3020.359383
Dominican Republic,3179.131388
Dominican Republic,3199.359119
Dominican Republic,3318.605016
Dominican Republic,3454.408622
Dominican Republic,3697.763572
Dominican Republic,3883.13338
Dominican Republic,4050.581435
Dominican Republic,4175.170931
Dominican Republic,4214.573667
Dominican Republic,4340.899839
Dominican Republic,4222.590244
Dominican Republic,4272.075138
Dominican Republic,4612.808646
Dominican Republic,4971.238056
Dominican Republic,5272.863995
Dominican Republic,5373.096134
Dominican Republic,5353.598103
Dominican Republic,5724.307164
Dominican Republic,5827.383123
Dominican Republic,5909.863245
Dominican Republic,6120.991028
Dominican Republic,6472.848942
Dominican Republic,6838.936594
Dominican Republic,7209.990042
Dominican Republic,7461.653103
Dominican Republic,7894.955017
Dominican Republic,8205.142409
Dominican Republic,7571.782652
Dominican Republic,8410.605656
Ecuador,2529.871341
Ecuador,2584.874372
Ecuador,2634.989943
Ecuador,2613.583436
Ecuador,2726.509727
Ecuador,2734.524124
Ecuador,2646.687312
Ecuador,2689.381861
Ecuador,2662.065255
Ecuador,2706.739055
Ecuador,2810.64323
Ecuador,2903.431202
Ecuador,2963.859032
Ecuador,3283.455296
Ecuador,3550.7362
Ecuador,3832.383151
Ecuador,4003.984978
Ecuador,3958.59731
Ecuador,4072.714211
Ecuador,4112.927141
Ecuador,4153.604764
Ecuador,4272.901363
Ecuador,4188.840317
Ecuador,4068.762096
Ecuador,4070.480018
Ecuador,4124.898911
Ecuador,4161.782153
Ecuador,4048.911183
Ecuador,4184.024114
Ecuador,4126.603185
Ecuador,4180.338333
Ecuador,4263.268622
Ecuador,4262.486662
Ecuador,4261.244003
Ecuador,4358.593486
Ecuador,4374.268716
Ecuador,4369.321022
Ecuador,4477.570934
Ecuador,4543.536482
Ecuador,4254.15121
Ecuador,4227.552516
Ecuador,4322.341882
Ecuador,4421.934417
Ecuador,4463.597184
Ecuador,4746.807173
Ecuador,4912.527491
Ecuador,5041.3338
Ecuador,5063.984478
Ecuador,5294.899313
Ecuador,5236.053684
Ecuador,5331.383774
Ecuador,5657.213016
Ecuador,5881.381167
Ecuador,6078.439563
Ecuador,6215.838092
Ecuador,6130.586676
Ecuador,5965.643273
Ecuador,6012.803317
Ecuador,5976.245345
Ecuador,5863.910566
Ecuador,5331.976611
Ecuador,5492.489271
Egypt,750.812314
Egypt,769.2637842
Egypt,778.3984226
Egypt,837.8887554
Egypt,910.0168113
Egypt,930.2053408
Egypt,952.5845926
Egypt,936.6913536
Egypt,899.5406136
Egypt,924.9878935
Egypt,954.6995754
Egypt,971.8099309
Egypt,980.1469866
Egypt,992.9279821
Egypt,986.8833563
Egypt,1051.667791
Egypt,1165.081173
Egypt,1240.920195
Egypt,1315.597692
Egypt,1341.363601
Egypt,1438.005604
Egypt,1504.105465
Egypt,1610.469747
Egypt,1647.299383
Egypt,1758.713346
Egypt,1810.020409
Egypt,1844.707563
Egypt,1864.046511
Egypt,1913.093511
Egypt,1954.416879
Egypt,2012.879978
Egypt,1987.03665
Egypt,2028.224741
Egypt,2039.693862
Egypt,2073.653323
Egypt,2122.880542
Egypt,2181.252772
Egypt,2251.988634
Egypt,2327.101541
Egypt,2416.362326
Egypt,2517.580506
Egypt,2553.528409
Egypt,2560.457409
Egypt,2587.630508
Egypt,2639.347069
Egypt,2703.222583
Egypt,2832.5482
Egypt,2974.687871
Egypt,3125.74753
Egypt,3208.452267
Egypt,3305.883247
Egypt,3290.761828
Egypt,3288.794355
Egypt,3283.74072
Egypt,3301.204443
Egypt,3370.382447
Egypt,3444.268262
Egypt,3517.587895
Egypt,3634.834269
Egypt,3768.627511
Egypt,3836.091154
Egypt,3898.516582
El Salvador,2653.550907
El Salvador,2767.898977
El Salvador,2841.676526
El Salvador,2858.131496
El Salvador,2884.280528
El Salvador,2897.824944
El Salvador,2937.457995
El Salvador,3043.212544
El Salvador,3115.269033
El Salvador,3204.561789
El Salvador,3223.248695
El Salvador,3312.752301
El Salvador,3462.726785
El Salvador,3571.671768
El Salvador,3355.572593
El Salvador,2776.584083
El Salvador,2594.614572
El Salvador,2404.123992
El Salvador,2394.392872
El Salvador,2379.412494
El Salvador,2347.620334
El Salvador,2307.69479
El Salvador,2320.566626
El Salvador,2316.945137
El Salvador,2294.729288
El Salvador,2362.444303
El Salvador,2356.51744
El Salvador,2480.594317
El Salvador,2588.19882
El Salvador,2680.105126
El Salvador,2780.048979
El Salvador,2778.94572
El Salvador,2843.828833
El Salvador,2898.200509
El Salvador,2941.483054
El Salvador,2957.371869
El Salvador,2968.631544
El Salvador,3003.698339
El Salvador,3042.834653
El Salvador,3065.418791
El Salvador,3147.225225
El Salvador,3285.917604
El Salvador,3341.616996
El Salvador,3399.331869
El Salvador,3315.801593
El Salvador,3373.043809
El Salvador,3488.150017
El Salvador,3572.671423
El Salvador,3638.162801
El Salvador,3686.095565
El Salvador,3761.51368
El Salvador,3845.022496
El Salvador,3921.315865
El Salvador,4009.716555
El Salvador,4104.917889
El Salvador,3761.754132
El Salvador,4134.321689
Equatorial Guinea,467.5463459
Equatorial Guinea,470.471966
Equatorial Guinea,452.2141186
Equatorial Guinea,445.2282122
Equatorial Guinea,423.0346029
Equatorial Guinea,451.8972431
Equatorial Guinea,420.3713421
Equatorial Guinea,420.5062325
Equatorial Guinea,414.850472
Equatorial Guinea,394.3697876
Equatorial Guinea,373.1796168
Equatorial Guinea,355.9148803
Equatorial Guinea,462.1760851
Equatorial Guinea,494.5237276
Equatorial Guinea,555.8467535
Equatorial Guinea,628.8802482
Equatorial Guinea,1008.328377
Equatorial Guinea,2424.828508
Equatorial Guinea,2886.153053
Equatorial Guinea,3486.798938
Equatorial Guinea,3941.663522
Equatorial Guinea,6132.847296
Equatorial Guinea,6987.942647
Equatorial Guinea,7604.480697
Equatorial Guinea,10028.35435
Equatorial Guinea,11188.44854
Equatorial Guinea,11508.92592
Equatorial Guinea,12660.90547
Equatorial Guinea,14222.54884
Equatorial Guinea,13740.83997
Equatorial Guinea,11933.31103
Equatorial Guinea,12155.81874
Equatorial Guinea,12625.29592
Equatorial Guinea,11614.00291
Equatorial Guinea,11200.81068
Equatorial Guinea,9788.983771
Equatorial Guinea,8594.45019
Equatorial Guinea,7818.053564
Equatorial Guinea,7079.650502
Equatorial Guinea,6472.070861
Equatorial Guinea,6030.51757
Equatorial Guinea,5833.102932
Eritrea,601.1630234
Eritrea,661.3031953
Eritrea,777.6679748
Eritrea,757.358524
Eritrea,788.428128
Eritrea,840.5770172
Eritrea,843.9888355
Eritrea,832.0224896
Eritrea,793.6205616
Eritrea,838.8989132
Eritrea,835.1099976
Eritrea,780.4681392
Eritrea,760.3487878
Eritrea,761.0317824
Eritrea,741.0007433
Eritrea,739.7393434
Eritrea,649.6944623
Eritrea,657.7864582
Eritrea,658.5862715
Eritrea,702.3966325
Estonia,7137.530776
Estonia,7601.669019
Estonia,8692.296438
Estonia,9157.064847
Estonia,9091.333194
Estonia,9960.139039
Estonia,10625.57927
Estonia,11417.16797
Estonia,12362.24828
Estonia,13282.54552
Estonia,14631.38733
Estonia,16155.20743
Estonia,17459.09831
Estonia,16607.56806
Estonia,14205.39488
Estonia,14585.83866
Estonia,15692.78883
Estonia,16257.4722
Estonia,16553.38326
Estonia,17096.64458
Estonia,17402.03761
Estonia,17945.94496
Estonia,18962.4103
Estonia,19611.61099
Estonia,20269.57514
Estonia,20118.10507
Estonia,21707.24075
Swaziland,946.2465852
Swaziland,1047.790448
Swaziland,1074.857082
Swaziland,1139.722623
Swaziland,1171.177773
Swaziland,1295.030227
Swaziland,1229.173532
Swaziland,1202.959414
Swaziland,1179.961199
Swaziland,1177.009161
Swaziland,1280.477243
Swaziland,1425.92063
Swaziland,1401.18989
Swaziland,1372.465628
Swaziland,1410.141117
Swaziland,1411.323887
Swaziland,1524.19828
Swaziland,1681.166818
Swaziland,1710.958849
Swaziland,1858.14342
Swaziland,2174.806136
Swaziland,2124.287387
Swaziland,2108.790776
Swaziland,2109.787568
Swaziland,2159.789192
Swaziland,2264.402469
Swaziland,2303.064322
Swaziland,2333.427161
Swaziland,2359.833931
Swaziland,2397.950538
Swaziland,2411.444924
Swaziland,2411.373859
Swaziland,2494.44754
Swaziland,2571.688071
Swaziland,2647.463243
Swaziland,2790.250788
Swaziland,2941.396842
Swaziland,3054.082429
Swaziland,3062.614991
Swaziland,3096.296069
Swaziland,3199.053542
Swaziland,3254.813373
Swaziland,3411.719361
Swaziland,3521.669337
Swaziland,3530.360904
Swaziland,3583.31129
Swaziland,3594.167067
Swaziland,3638.768782
Swaziland,3695.949942
Swaziland,3766.062999
Swaziland,3672.65335
Swaziland,3923.577333
Ethiopia,304.8504628
Ethiopia,296.1142056
Ethiopia,311.9342323
Ethiopia,295.5696396
Ethiopia,255.5695855
Ethiopia,272.3562902
Ethiopia,299.9960467
Ethiopia,290.2655822
Ethiopia,278.6720172
Ethiopia,276.2122443
Ethiopia,245.9200099
Ethiopia,215.636309
Ethiopia,235.9031437
Ethiopia,235.4255552
Ethiopia,241.781813
Ethiopia,263.2559083
Ethiopia,263.1444256
Ethiopia,246.3873049
Ethiopia,251.3777491
Ethiopia,258.8705508
Ethiopia,272.288578
Ethiopia,268.4236285
Ethiopia,255.1002912
Ethiopia,281.5203534
Ethiopia,305.9793854
Ethiopia,329.6793116
Ethiopia,357.117967
Ethiopia,384.5726966
Ethiopia,406.8569684
Ethiopia,445.1823799
Ethiopia,481.0379051
Ethiopia,508.0657602
Ethiopia,546.5928894
Ethiopia,586.5736719
Ethiopia,630.3126821
Ethiopia,671.2906427
Ethiopia,715.748806
Ethiopia,744.3675944
Ethiopia,785.4850502
Ethiopia,811.2556206
Ethiopia,834.9579586
Faroe Islands,52726.74224
Fiji,2151.215393
Fiji,2158.699071
Fiji,2167.721194
Fiji,2234.052327
Fiji,2271.834651
Fiji,2145.467181
Fiji,2086.096971
Fiji,2305.952188
Fiji,2432.689869
Fiji,2442.874665
Fiji,2697.447468
Fiji,2827.720322
Fiji,2984.366384
Fiji,3275.19058
Fiji,3306.668905
Fiji,3269.31015
Fiji,3296.908558
Fiji,3417.670966
Fiji,3400.099239
Fiji,3723.234287
Fiji,3574.170889
Fiji,3708.096011
Fiji,3402.271778
Fiji,3189.212041
Fiji,3374.333969
Fiji,3143.885667
Fiji,3318.214855
Fiji,3048.956049
Fiji,3039.46988
Fiji,3230.344118
Fiji,3383.870019
Fiji,3274.038254
Fiji,3464.806032
Fiji,3528.119911
Fiji,3700.528211
Fiji,3786.132701
Fiji,3946.486958
Fiji,3821.12385
Fiji,3826.214818
Fiji,4115.019525
Fiji,4000.911583
Fiji,4038.190943
Fiji,4125.385396
Fiji,4125.788677
Fiji,4302.409145
Fiji,4291.77689
Fiji,4330.889176
Fiji,4257.575425
Fiji,4272.36775
Fiji,4191.407225
Fiji,4297.200424
Fiji,4397.965949
Fiji,4446.797804
Fiji,4645.112956
Fiji,4894.113633
Fiji,5105.262627
Fiji,5223.450744
Fiji,5499.200904
Fiji,5708.99262
Fiji,5679.050725
Fiji,4703.576708
Fiji,4442.932604
Finland,11425.29343
Finland,12207.69355
Finland,12486.5232
Finland,12805.86258
Finland,13401.95664
Finland,14065.67368
Finland,14345.55906
Finland,14577.53089
Finland,14846.48724
Finland,16280.19829
Finland,17128.63075
Finland,17510.2266
Finland,18752.77916
Finland,19948.82744
Finland,20486.93864
Finland,20764.33697
Finland,20773.13091
Finland,20764.71662
Finland,21309.71272
Finland,22769.10727
Finland,23921.61452
Finland,24133.24211
Finland,24744.29678
Finland,25363.85522
Finland,26045.51387
Finland,26857.59364
Finland,27508.19999
Finland,28410.8751
Finland,29806.34333
Finland,31209.75811
Finland,31279.95197
Finland,29278.36366
Finland,28155.08956
Finland,27833.70257
Finland,28812.30362
Finland,29912.89797
Finland,30908.30031
Finland,32768.37813
Finland,34464.99088
Finland,35891.00564
Finland,37884.39132
Finland,38784.77255
Finland,39351.3904
Finland,40044.30486
Finland,41522.17508
Finland,42530.61968
Finland,44074.03092
Finland,46212.64097
Finland,46358.62041
Finland,42412.09785
Finland,43563.5722
Finland,44466.8177
Finland,43637.24867
Finland,43044.99712
Finland,42710.92129
Finland,42801.90812
Finland,43878.96673
Finland,45173.62941
Finland,45627.91989
Finland,46135.88142
Finland,45053.75868
Finland,46297.24182
France,11169.64724
France,11598.67953
France,12257.7593
France,12884.01704
France,13587.67167
France,14089.58455
France,14670.50051
France,15234.3647
France,15767.28334
France,16738.16766
France,17605.63897
France,18377.84742
France,19041.7684
France,20091.19401
France,20813.4449
France,20498.34808
France,21291.98899
France,21925.8324
France,22687.61151
France,23378.29499
France,23618.39962
France,23733.59357
France,24187.09477
France,24356.65929
France,24600.99236
France,24870.50582
France,25319.31509
France,25830.23898
France,26912.18121
France,27938.46976
France,28617.44357
France,28664.13188
France,28977.8889
France,28670.88633
France,29237.51659
France,29745.12873
France,30057.96555
France,30650.74448
France,31633.14775
France,32546.93405
France,33592.46683
France,34009.8624
France,34146.30627
France,34183.66334
France,34893.52981
France,35208.8558
France,35821.87199
France,36464.95927
France,36354.65866
France,35129.36224
France,35638.12156
France,36244.18716
France,36182.15113
France,36203.19087
France,36378.61866
France,36652.92231
France,36956.7958
France,37694.0833
France,38259.69777
France,38832.0242
France,35712.0752
France,38045.90216
French Polynesia,24629.69939
French Polynesia,26036.62056
French Polynesia,23933.63022
French Polynesia,26546.14742
French Polynesia,24931.7217
French Polynesia,24458.69051
French Polynesia,26448.25952
French Polynesia,24339.61296
French Polynesia,25351.42525
French Polynesia,28927.8687
French Polynesia,26627.47524
French Polynesia,27909.14943
French Polynesia,27600.13113
French Polynesia,29395.78778
French Polynesia,29621.57492
French Polynesia,28850.371
French Polynesia,28684.2737
French Polynesia,28259.42698
French Polynesia,28183.58633
French Polynesia,28202.3473
French Polynesia,27213.60802
French Polynesia,30157.98941
French Polynesia,29817.97562
French Polynesia,28049.03932
French Polynesia,27984.17652
French Polynesia,27420.79176
French Polynesia,27848.6183
French Polynesia,26920.8185
French Polynesia,26085.32854
French Polynesia,25203.62713
French Polynesia,24697.30116
French Polynesia,24141.76429
French Polynesia,23724.05887
French Polynesia,23753.10701
French Polynesia,23815.9265
French Polynesia,24186.49585
French Polynesia,23714.31864
French Polynesia,23537.71542
French Polynesia,23669.69574
French Polynesia,23545.38861
French Polynesia,23276.11317
French Polynesia,22499.35482
French Polynesia,22272.40356
French Polynesia,21271.22827
French Polynesia,20405.68158
French Polynesia,19339.66168
French Polynesia,18202.83555
French Polynesia,17709.0686
French Polynesia,17689.28715
French Polynesia,17760.83294
French Polynesia,18252.51997
French Polynesia,18754.28049
French Polynesia,19023.92262
French Polynesia,19419.53837
French Polynesia,19749.43127
French Polynesia,17644.79419
French Polynesia,17701.69455
Gabon,3304.69162
Gabon,3748.95223
Gabon,3978.992579
Gabon,4167.211035
Gabon,4298.586338
Gabon,4591.270705
Gabon,4727.33558
Gabon,4846.113448
Gabon,4888.233741
Gabon,5183.783498
Gabon,5515.177396
Gabon,5956.281954
Gabon,6497.312167
Gabon,7012.414286
Gabon,9575.90326
Gabon,11165.45177
Gabon,14801.3411
Gabon,12636.07072
Gabon,9365.3437
Gabon,9177.128314
Gabon,9174.080707
Gabon,9392.925846
Gabon,8863.576856
Gabon,9112.391733
Gabon,9534.277423
Gabon,9061.080162
Gabon,8744.675506
Gabon,7047.760467
Gabon,7735.555353
Gabon,8167.950092
Gabon,8360.263002
Gabon,8634.419904
Gabon,8146.195515
Gabon,8245.59148
Gabon,8331.049804
Gabon,8524.419127
Gabon,8613.580539
Gabon,8882.402849
Gabon,8963.204949
Gabon,7959.064769
Gabon,7611.835688
Gabon,7574.114889
Gabon,7357.566689
Gabon,7322.606116
Gabon,7171.683509
Gabon,7155.365461
Gabon,6750.050826
Gabon,6937.485111
Gabon,6497.481217
Gabon,6295.199034
Gabon,6514.731141
Gabon,6735.082856
Gabon,6840.948589
Gabon,6977.770246
Gabon,7039.682125
Gabon,7090.45461
Gabon,7038.577254
Gabon,6893.384304
Gabon,6786.890327
Gabon,6893.323082
Gabon,6619.688581
Gabon,6577.044153
Gambia,537.3675916
Gambia,522.5480353
Gambia,556.5064565
Gambia,553.9301598
Gambia,571.28616
Gambia,554.5623537
Gambia,539.8014482
Gambia,572.4407169
Gambia,588.3497542
Gambia,641.8409003
Gambia,668.3226237
Gambia,670.059695
Gambia,690.1115441
Gambia,659.2179923
Gambia,677.7085383
Gambia,677.3533429
Gambia,649.9287711
Gambia,695.9404042
Gambia,695.0039866
Gambia,664.2635378
Gambia,665.7548746
Gambia,656.3041132
Gambia,659.3362134
Gambia,671.0447298
Gambia,667.6239477
Gambia,661.1003338
Gambia,656.9907501
Gambia,652.9384822
Gambia,633.5705389
Gambia,620.4931984
Gambia,615.9840185
Gambia,627.5564645
Gambia,630.7530641
Gambia,651.7493121
Gambia,667.965505
Gambia,686.687815
Gambia,645.7018536
Gambia,670.6610671
Gambia,697.4725837
Gambia,661.3220355
Gambia,638.0770666
Gambia,637.5311207
Gambia,656.7040331
Gambia,679.0037402
Gambia,697.162699
Gambia,620.9483398
Gambia,633.5828401
Gambia,632.1972706
Gambia,605.0338079
Gambia,611.6713342
Gambia,606.3163144
Gambia,618.4808851
Gambia,645.9383087
Gambia,668.6352484
Gambia,655.5762426
Gambia,666.4712123
Georgia,1796.171344
Georgia,1909.563435
Georgia,2009.10725
Georgia,2079.690101
Georgia,2158.767126
Georgia,2395.693638
Georgia,2429.473953
Georgia,2473.264368
Georgia,2610.507701
Georgia,2815.890727
Georgia,3001.496772
Georgia,3161.634331
Georgia,3356.719625
Georgia,3585.102725
Georgia,3821.098419
Georgia,3962.421628
Georgia,4137.062589
Georgia,4184.290111
Georgia,4326.106326
Georgia,4522.102147
Georgia,4704.14728
Georgia,4281.37404
Georgia,4300.611301
Georgia,4494.80885
Georgia,4160.455881
Georgia,3546.158025
Georgia,2778.305049
Georgia,1519.035322
Georgia,1065.735585
Georgia,969.7128847
Georgia,1033.02318
Georgia,1191.181062
Georgia,1359.392793
Georgia,1436.711916
Georgia,1508.656511
Georgia,1566.560257
Georgia,1667.508007
Georgia,1774.636442
Georgia,1984.244331
Georgia,2112.261319
Georgia,2329.570854
Georgia,2563.543091
Georgia,2901.104094
Georgia,2980.309535
Georgia,2897.130877
Georgia,3100.723427
Georgia,3356.997868
Georgia,3597.203764
Georgia,3738.70504
Georgia,3902.568799
Georgia,4014.185944
Georgia,4128.385603
Georgia,4327.727585
Georgia,4539.087522
Georgia,4773.423309
Georgia,4447.664251
Georgia,4931.823725
Germany,17894.29669
Germany,18421.04218
Germany,19121.49789
Germany,19972.02541
Germany,20141.93948
Germany,20041.94799
Germany,21124.2557
Germany,21880.80763
Germany,22558.71479
Germany,23484.59919
Germany,23766.10765
Germany,23855.52586
Germany,23783.94549
Germany,24221.34037
Germany,24991.33368
Germany,25630.333
Germany,26204.58958
Germany,26531.22971
Germany,27407.52007
Germany,28256.10622
Germany,29485.70997
Germany,30766.92896
Germany,31121.07057
Germany,30615.14021
Germany,31238.87906
Germany,31628.15981
Germany,31790.86686
Germany,32313.29707
Germany,32959.07357
Germany,33559.39937
Germany,34490.07577
Germany,35011.06846
Germany,34883.05807
Germany,34619.66407
Germany,35034.08061
Germany,35310.47047
Germany,36699.44678
Germany,37842.35779
Germany,38278.31301
Germany,36190.39289
Germany,37760.91363
Germany,39977.34171
Germany,40069.35396
Germany,40135.01583
Germany,40851.16173
Germany,41103.25644
Germany,41682.03224
Germany,42639.55441
Germany,42928.74124
Germany,43284.60246
Germany,41650.42271
Germany,42726.48532
Ghana,1108.00121
Ghana,1114.161239
Ghana,1132.517143
Ghana,1154.34623
Ghana,1151.751135
Ghana,1139.548178
Ghana,1064.911793
Ghana,1071.419103
Ghana,1049.558358
Ghana,1085.303042
Ghana,1159.651417
Ghana,1187.056741
Ghana,1125.755391
Ghana,1125.629672
Ghana,1168.595084
Ghana,994.1662598
Ghana,931.7686881
Ghana,925.0977939
Ghana,973.1481941
Ghana,919.6392768
Ghana,896.7551864
Ghana,840.704205
Ghana,759.3659244
Ghana,702.4315841
Ghana,742.677294
Ghana,762.8276917
Ghana,784.0948343
Ghana,802.2206171
Ghana,826.5277159
Ghana,846.5924814
Ghana,852.4311948
Ghana,874.9959683
Ghana,886.6627786
Ghana,907.2066056
Ghana,915.2996566
Ghana,931.1909623
Ghana,951.9335583
Ghana,968.8569927
Ghana,990.1862227
Ghana,1008.845091
Ghana,1020.173739
Ghana,1033.133041
Ghana,1050.355895
Ghana,1075.384037
Ghana,1105.698138
Ghana,1140.199319
Ghana,1181.57234
Ghana,1201.224399
Ghana,1277.837444
Ghana,1306.199915
Ghana,1375.000574
Ghana,1530.376638
Ghana,1631.937814
Ghana,1708.847326
Ghana,1715.843363
Ghana,1711.290666
Ghana,1728.116616
Ghana,1827.294579
Ghana,1899.829903
Ghana,1981.636156
Ghana,1951.086529
Ghana,2014.736474
Greece,5030.743562
Greece,5650.01778
Greece,5636.945767
Greece,6281.294459
Greece,6847.469102
Greece,7549.407366
Greece,7980.604827
Greece,8364.663124
Greece,8909.084495
Greece,9903.047394
Greece,10726.76187
Greece,11517.7884
Greece,12605.80385
Greece,13564.17378
Greece,12644.23983
Greece,13323.62202
Greece,14017.12746
Greece,14242.84559
Greece,15078.22726
Greece,15380.16235
Greece,15332.9607
Greece,14959.99245
Greece,14699.65082
Greece,14456.75343
Greece,14674.13551
Greece,14984.09662
Greece,15011.92771
Greece,14623.85085
Greece,15195.61085
Greece,15690.94676
Greece,15525.84145
Greece,15816.1489
Greece,15805.66292
Greece,15461.54983
Greece,15692.01338
Greece,15946.82424
Greece,16331.11767
Greece,16979.47641
Greece,17543.31383
Greece,18013.14127
Greece,18642.80207
Greece,19312.38683
Greece,19996.55181
Greece,21104.83291
Greece,22118.1558
Greece,22185.52068
Greece,23369.25172
Greece,24072.89616
Greece,23928.60572
Greece,22839.34753
Greece,21560.35335
Greece,19400.80773
Greece,18123.6711
Greece,17796.25767
Greece,18000.41846
Greece,18083.87791
Greece,18070.78073
Greece,18304.30768
Greece,18647.49572
Greece,19018.90212
Greece,17343.60999
Greece,18907.84914
Greenland,15375.20266
Greenland,17088.70223
Greenland,17731.09348
Greenland,18667.33225
Greenland,19533.21908
Greenland,19619.81459
Greenland,20747.17128
Greenland,22714.66278
Greenland,24179.23143
Greenland,25150.01487
Greenland,27005.35407
Greenland,26758.58356
Greenland,25327.63477
Greenland,25901.50092
Greenland,24280.28338
Greenland,24931.52279
Greenland,26551.26823
Greenland,27705.09092
Greenland,28883.8482
Greenland,30528.83333
Greenland,26805.57759
Greenland,26823.40628
Greenland,25544.32584
Greenland,24303.92358
Greenland,25604.62233
Greenland,26416.54399
Greenland,26772.64167
Greenland,27117.40151
Greenland,29169.07693
Greenland,29570.9931
Greenland,31614.65173
Greenland,31930.62865
Greenland,31475.854
Greenland,32779.91562
Greenland,34953.98573
Greenland,36681.84375
Greenland,38829.57681
Greenland,39896.91687
Greenland,42527.71109
Greenland,42899.78883
Greenland,43198.07731
Greenland,42994.92382
Greenland,43655.74589
Greenland,43338.42902
Greenland,45545.19033
Greenland,44536.40131
Greenland,46561.83159
Greenland,46598.8233
Greenland,47013.03495
Greenland,47908.10672
Greenland,47957.79367
Grenada,3061.782117
Grenada,3242.761855
Grenada,3444.882465
Grenada,3441.056145
Grenada,3479.75882
Grenada,3574.029033
Grenada,3641.873946
Grenada,3717.272418
Grenada,3902.029671
Grenada,4169.610403
Grenada,4562.231828
Grenada,4731.542067
Grenada,4942.125658
Grenada,5149.620092
Grenada,5183.759287
Grenada,5074.425832
Grenada,4919.858936
Grenada,4954.638373
Grenada,5017.062469
Grenada,5200.450733
Grenada,5424.904681
Grenada,6025.358104
Grenada,6403.444681
Grenada,6678.368483
Grenada,6512.651919
Grenada,6718.151448
Grenada,7319.532458
Grenada,7220.61374
Grenada,8124.487201
Grenada,7748.304059
Grenada,8168.525726
Grenada,8190.722463
Grenada,7596.972176
Grenada,7505.773072
Grenada,7505.340165
Grenada,7355.024342
Grenada,7461.475594
Grenada,7939.536028
Grenada,8379.621847
Grenada,8621.617741
Grenada,8933.227637
Grenada,9252.676059
Grenada,9247.90866
Grenada,7915.211094
Grenada,8223.298477
Guam,29531.10131
Guam,29640.89325
Guam,31446.57205
Guam,32507.51749
Guam,31273.5773
Guam,31481.05247
Guam,32128.97223
Guam,32298.34765
Guam,32964.24536
Guam,32841.67229
Guam,33392.68538
Guam,33822.59302
Guam,34328.5632
Guam,34522.37793
Guam,34509.60065
Guam,34763.08114
Guam,34472.9594
Guam,35378.95577
Guam,31236.07975
Guam,31325.3963
Guatemala,1854.7933
Guatemala,1878.545649
Guatemala,1888.703277
Guatemala,2009.322277
Guatemala,2042.455205
Guatemala,2071.640714
Guatemala,2125.383373
Guatemala,2152.878044
Guatemala,2279.872232
Guatemala,2326.823374
Guatemala,2398.723294
Guatemala,2471.780133
Guatemala,2590.835447
Guatemala,2702.954282
Guatemala,2810.113327
Guatemala,2800.963748
Guatemala,2941.27696
Guatemala,3100.412668
Guatemala,3181.287605
Guatemala,3252.59064
Guatemala,3291.737032
Guatemala,3228.301792
Guatemala,3032.233716
Guatemala,2875.09603
Guatemala,2811.291184
Guatemala,2718.25708
Guatemala,2647.957698
Guatemala,2666.933516
Guatemala,2695.091849
Guatemala,2725.106751
Guatemala,2733.866595
Guatemala,2758.678826
Guatemala,2817.231147
Guatemala,2854.132997
Guatemala,2896.223444
Guatemala,2965.891791
Guatemala,2981.120883
Guatemala,3038.713505
Guatemala,3115.977429
Guatemala,3160.07953
Guatemala,3195.39434
Guatemala,3192.308607
Guatemala,3239.567178
Guatemala,3250.841126
Guatemala,3282.321072
Guatemala,3320.164071
Guatemala,3427.678267
Guatemala,3573.599636
Guatemala,3620.830465
Guatemala,3570.302838
Guatemala,3606.430549
Guatemala,3688.866164
Guatemala,3731.675784
Guatemala,3802.153802
Guatemala,3903.059615
Guatemala,3994.636913
Guatemala,4034.158482
Guatemala,4091.268
Guatemala,4163.484461
Guatemala,4263.078053
Guatemala,4124.699981
Guatemala,4388.436803
Guinea,522.1480447
Guinea,525.5351034
Guinea,544.0676715
Guinea,551.1878641
Guinea,555.2954532
Guinea,547.2772291
Guinea,547.2721163
Guinea,557.4254659
Guinea,562.3166442
Guinea,571.9827546
Guinea,580.8000691
Guinea,598.4561135
Guinea,608.6440262
Guinea,617.7514016
Guinea,620.9044599
Guinea,635.3318295
Guinea,657.8567608
Guinea,651.3052606
Guinea,652.5042236
Guinea,658.894385
Guinea,653.1193818
